"Ii","E.Ii","Var.Ii","Z.Ii","Pr(z > 0)"
-0.0311503221856824,-0.03125,0.19798956213568,0.000224015133735161,0.499910630892451
0.683776591980562,-0.03125,0.19798956213568,1.60694512337817,0.0540332033389055
0.156268256722164,-0.03125,0.124194467295981,0.532098987338074,0.29732871936369
0.194775780867064,-0.03125,0.19798956213568,0.507968557247654,0.305737697053458
0.151349902240382,-0.03125,0.15371250523186,0.46574257531799,0.320699886725747
-0.678848319493926,-0.03125,0.419374846654777,-1.00001041635085,0.841347266507377
0.0537935841592097,-0.03125,0.271784656975379,0.163128216218221,0.435208742012747
-0.0300520627013426,-0.03125,0.19798956213568,0.00269223483683069,0.498925954992288
-0.0021165350522086,-0.03125,0.103110154484638,0.0907280174860275,0.463854353851548
-0.0849767120865242,-0.03125,0.15371250523186,-0.137036312416011,0.554498953653411
0.349762037182056,-0.03125,0.15371250523186,0.971816114067343,0.165571018912144
0.00740976634705222,-0.03125,0.271784656975379,0.0741560787442996,0.470443096832024
-0.230261859159275,-0.03125,0.271784656975379,-0.381738962578855,0.648672501603672
-0.115296734065555,-0.03125,0.271784656975379,-0.161216086347137,0.564038394115205
-0.0114231167410614,-0.03125,0.419374846654777,0.0306163391501772,0.487787755750349
-0.148981280862609,-0.03125,0.271784656975379,-0.225828838589982,0.589332726771775
0.142226450884646,-0.03125,0.15371250523186,0.442472137173862,0.329073794188673
0.415434924482372,-0.03125,0.19798956213568,1.00387617626256,0.157719150522198
-0.0432693345807624,-0.03125,0.271784656975379,-0.0230551502464799,0.509196859457404
0.49276859858332,-0.03125,0.271784656975379,1.0051577681867,0.157410443534056
0.106204687218365,-0.03125,0.15371250523186,0.35059438274142,0.362946335649383
-0.0925011657753818,-0.03125,0.19798956213568,-0.137655386873575,0.554743610123142
-0.258876884994189,-0.03125,0.19798956213568,-0.511566866034991,0.695522910085679
-0.275868636097761,-0.03125,0.271784656975379,-0.469220602058085,0.680544019561013
0.38500597599725,-0.03125,0.19798956213568,0.935490397431244,0.174767814875908
0.286033296198338,-0.03125,0.124194467295981,0.900318313307287,0.183975439003409
0.454482492987,-0.03125,0.271784656975379,0.931718435006926,0.175741028363337
0.507204672707972,-0.03125,0.19798956213568,1.21011878463366,0.11311665804356
-1.17580970102882,-0.03125,0.124194467295981,-3.247785407731,0.99941846523743
-0.0437457605080004,-0.03125,0.124194467295981,-0.0354577822370521,0.514142644957969
0.438098577847393,-0.03125,0.15371250523186,1.19712887403802,0.115628163629465
0.494580206343322,-0.03125,0.271784656975379,1.00863274334559,0.156575399002054
1.26348153731778,-0.03125,0.15371250523186,3.3023654073044,0.00047936543046996
